City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
231,Mae Sai,20.4335,99.8762,72.91,95,78,1.07,TH,2022-05-07 20:09:34,broken clouds
232,Misratah,32.3754,15.0925,65.44,69,9,11.18,LY,2022-05-07 20:09:35,clear sky
233,Dahanu,19.9667,72.7333,82.47,77,0,3.58,IN,2022-05-07 20:09:35,clear sky
234,Oda,35.1833,132.5,55.42,70,94,13.31,JP,2022-05-07 20:09:36,overcast clouds
235,Saskylakh,71.9167,114.0833,0.16,98,18,7.2,RU,2022-05-07 20:09:36,few clouds
236,Kangaatsiaq,68.3065,-53.4641,27.36,76,9,7.43,GL,2022-05-07 20:09:37,clear sky
237,Oktyabrskiy,54.4815,53.471,44.96,59,5,3.83,RU,2022-05-07 20:09:37,clear sky
238,Weatherford,32.7593,-97.7972,91.94,61,0,14.07,US,2022-05-07 20:09:38,clear sky
239,Indore,22.7179,75.8333,88.77,22,6,4.74,IN,2022-05-07 20:09:39,clear sky
240,Narok,-1.0783,35.8601,59.07,94,94,3.36,KE,2022-05-07 20:09:40,light rain
241,Pangnirtung,66.1451,-65.7125,24.82,71,100,3.31,CA,2022-05-07 20:09:40,overcast clouds
242,Aksu,41.1231,80.2644,70.5,34,3,6.91,CN,2022-05-07 20:09:41,clear sky
243,San Cristobal,7.7669,-72.225,77.18,73,83,5.75,VE,2022-05-07 20:09:42,broken clouds
244,Gorele,41.0308,39.0031,49.87,90,96,8.1,TR,2022-05-07 20:09:43,overcast clouds
245,Urumqi,43.801,87.6005,61.75,72,75,13.42,CN,2022-05-07 20:09:44,broken clouds
246,Zhigansk,66.7697,123.3711,22.91,87,100,7.85,RU,2022-05-07 20:09:45,overcast clouds
247,Oleksandrivka,48.9634,32.2349,51.1,54,94,6.49,UA,2022-05-07 20:09:46,overcast clouds
248,Vila Do Maio,15.1333,-23.2167,74.19,83,22,19.98,CV,2022-05-07 20:09:47,few clouds
249,Fortuna,40.5982,-124.1573,55.74,83,100,13.8,US,2022-05-07 20:09:48,light rain
250,Mount Gambier,-37.8333,140.7667,51.08,84,87,4.76,AU,2022-05-07 20:09:49,overcast clouds
251,Coos Bay,43.3665,-124.2179,54.99,80,40,13.8,US,2022-05-07 20:05:56,scattered clouds
252,Merauke,-8.4667,140.3333,79.09,89,100,10.89,ID,2022-05-07 20:09:51,heavy intensity rain
253,Black River,18.0264,-77.8487,83.61,70,13,12.68,JM,2022-05-07 20:09:51,few clouds
254,Chifeng,42.2683,118.9636,49.57,21,100,6.53,CN,2022-05-07 20:09:52,overcast clouds
255,Namibe,-15.1961,12.1522,72.79,71,1,4.38,AO,2022-05-07 20:09:53,clear sky
256,Kagal,16.5833,74.3167,76.78,71,7,6.13,IN,2022-05-07 20:09:55,clear sky
257,Port Elizabeth,-33.918,25.5701,60.31,82,100,3.0,ZA,2022-05-07 20:09:56,overcast clouds
258,Geraldton,-28.7667,114.6,55.81,82,75,6.91,AU,2022-05-07 20:09:57,broken clouds
259,Bartica,6.4,-58.6167,82.72,90,100,2.17,GY,2022-05-07 20:09:58,light rain
260,Port-Gentil,-0.7193,8.7815,78.76,94,20,3.44,GA,2022-05-07 20:09:58,thunderstorm
261,Melenki,55.3343,41.6295,44.67,77,26,6.76,RU,2022-05-07 20:09:59,scattered clouds
262,Mehamn,71.0357,27.8492,34.77,96,100,33.44,NO,2022-05-07 20:10:01,light snow
263,Suntar,62.1444,117.6319,34.75,83,100,7.4,RU,2022-05-07 20:10:03,overcast clouds
264,Salalah,17.0151,54.0924,84.29,79,20,5.75,OM,2022-05-07 20:10:03,few clouds
265,Hami,42.8,93.45,71.49,30,12,7.63,CN,2022-05-07 20:10:04,few clouds
266,Dimitrovgrad,54.2139,49.6184,44.85,55,0,3.67,RU,2022-05-07 20:10:06,clear sky
267,Kasongo-Lunda,-6.4667,16.8167,73.02,87,98,0.6,CD,2022-05-07 20:10:07,light rain
268,Lata,40.1629,-8.3327,61.86,62,100,1.95,PT,2022-05-07 20:10:12,overcast clouds
269,Portland,45.5234,-122.6762,54.84,76,100,9.22,US,2022-05-07 20:05:16,overcast clouds
270,Port Hardy,50.6996,-127.4199,50.18,57,75,5.75,CA,2022-05-07 20:10:13,light intensity shower rain
271,Biloela,-24.4167,150.5,60.17,80,59,8.93,AU,2022-05-07 20:10:14,light rain
272,Bambous Virieux,-20.3428,57.7575,77.22,78,25,15.1,MU,2022-05-07 20:10:15,scattered clouds
273,Pochutla,15.7432,-96.4661,93.02,34,73,9.95,MX,2022-05-07 20:10:16,broken clouds
274,Ponta Do Sol,32.6667,-17.1,65.12,70,34,7.4,PT,2022-05-07 20:10:17,scattered clouds
275,Riyadh,24.6877,46.7219,78.94,19,0,17.58,SA,2022-05-07 20:05:56,clear sky
276,Wamba,8.9333,8.6,75.06,78,93,12.35,NG,2022-05-07 20:10:18,moderate rain
277,Bela,25.9333,81.9833,87.69,27,0,6.96,IN,2022-05-07 20:10:20,clear sky
278,Torbay,47.6666,-52.7314,43.57,64,100,5.99,CA,2022-05-07 20:10:21,overcast clouds
279,Berlevag,70.8578,29.0864,37.2,89,92,32.7,NO,2022-05-07 20:10:22,overcast clouds
280,Almaznyy,48.0448,40.045,44.42,51,100,6.93,RU,2022-05-07 20:10:23,overcast clouds
281,Svetlyy,54.675,20.1347,50.05,87,99,7.47,RU,2022-05-07 20:10:25,overcast clouds
282,Aksarka,66.5606,67.7975,19.6,96,65,7.49,RU,2022-05-07 20:10:26,broken clouds
283,Tabou,4.423,-7.3528,81.75,80,100,8.72,CI,2022-05-07 20:10:26,overcast clouds
284,Yeppoon,-23.1333,150.7333,65.98,84,100,7.81,AU,2022-05-07 20:10:27,overcast clouds
285,Ina,35.8276,137.9538,53.71,85,58,5.01,JP,2022-05-07 20:10:28,broken clouds
286,Fairlie,55.756,-4.8556,57.4,84,84,3.58,GB,2022-05-07 20:10:29,broken clouds
287,Tilichiki,60.4667,166.1,31.39,99,100,5.21,RU,2022-05-07 20:10:30,overcast clouds
288,Tanda,26.55,82.65,86.43,31,0,5.26,IN,2022-05-07 20:10:31,clear sky
289,Langenburg,49.2544,9.8458,59.7,53,75,5.75,DE,2022-05-07 20:10:33,broken clouds
290,Rujewa,-8.7,34.3833,68.07,73,18,10.27,TZ,2022-05-07 20:10:34,few clouds
291,Dolores,-36.3132,-57.6792,69.48,60,9,7.58,AR,2022-05-07 20:10:35,clear sky
292,Wad Rawah,15.1603,33.1397,94.78,6,66,18.25,SD,2022-05-07 20:10:35,broken clouds
293,Talnakh,69.4865,88.3972,7.5,81,4,13.53,RU,2022-05-07 20:10:36,clear sky
294,Coquimbo,-29.9533,-71.3436,60.53,72,75,3.44,CL,2022-05-07 20:10:37,broken clouds
295,Jamame,0.0722,42.7506,77.74,91,79,5.03,SO,2022-05-07 20:10:38,broken clouds
296,Tarnos,43.5417,-1.4628,62.55,94,100,6.91,FR,2022-05-07 20:10:38,overcast clouds
297,Srednekolymsk,67.45,153.6833,22.66,94,99,9.4,RU,2022-05-07 20:10:39,light snow
298,Kenai,60.5544,-151.2583,57.02,56,0,10.36,US,2022-05-07 20:10:40,clear sky
299,Culiacan,24.7994,-107.3897,85.68,54,0,8.05,MX,2022-05-07 20:08:07,clear sky
300,Makakilo City,21.3469,-158.0858,79.12,64,100,16.11,US,2022-05-07 20:10:41,overcast clouds
301,Genoa,44.4129,8.9573,67.42,69,0,8.05,IT,2022-05-07 20:05:48,clear sky
302,Alofi,-19.0595,-169.9187,76.89,94,75,10.36,NU,2022-05-07 20:10:45,broken clouds
303,Ulladulla,-35.35,150.4667,51.35,69,0,7.85,AU,2022-05-07 20:10:46,clear sky
304,Canandaigua,42.8742,-77.288,59.25,55,84,1.99,US,2022-05-07 20:07:10,broken clouds
305,Guerrero Negro,27.9769,-114.0611,69.15,60,9,15.68,MX,2022-05-07 20:10:48,clear sky
306,Tando Muhammad Khan,25.123,68.5358,82.17,65,0,15.7,PK,2022-05-07 20:10:48,clear sky
307,Shubarshi,48.5872,57.1869,51.87,34,100,20.0,KZ,2022-05-07 20:10:49,overcast clouds
308,Turinsk,58.0458,63.696,42.69,85,16,9.37,RU,2022-05-07 20:10:50,few clouds
309,Tahoua,14.8888,5.2692,95.13,13,100,9.17,NE,2022-05-07 20:10:51,overcast clouds
310,Constantine,36.365,6.6147,53.01,82,75,8.05,DZ,2022-05-07 20:09:21,broken clouds
311,Myingyan,21.4667,95.3833,85.03,62,73,10.11,MM,2022-05-07 20:10:53,broken clouds
312,Ormara,25.2088,64.6357,81.23,83,0,13.94,PK,2022-05-07 20:10:55,clear sky
313,Santa Cruz,-17.8,-63.1667,81.86,41,0,6.91,BO,2022-05-07 20:10:56,clear sky
314,Melito Di Porto Salvo,37.9222,15.7714,64.74,77,75,12.66,IT,2022-05-07 20:10:57,broken clouds
315,Faanui,-16.4833,-151.75,81.37,76,0,7.47,PF,2022-05-07 20:10:57,clear sky
316,Luanda,-8.8368,13.2343,78.8,89,40,4.61,AO,2022-05-07 20:10:58,scattered clouds
317,Russell,32.3502,-85.1999,79.97,42,20,17.27,US,2022-05-07 20:10:58,few clouds
318,Ust-Maya,60.4167,134.5333,35.42,99,100,2.8,RU,2022-05-07 20:10:59,overcast clouds
319,Sinnamary,5.3833,-52.95,80.17,84,95,10.36,GF,2022-05-07 20:11:00,overcast clouds
320,Iqaluit,63.7506,-68.5145,29.7,42,70,10.0,CA,2022-05-07 20:11:02,broken clouds
321,Van Wert,40.8695,-84.5841,63.88,52,0,20.71,US,2022-05-07 20:10:23,clear sky
322,Franca,-20.5386,-47.4008,73.31,56,20,4.97,BR,2022-05-07 20:10:12,few clouds
323,Longyearbyen,78.2186,15.6401,13.84,62,40,11.5,SJ,2022-05-07 20:11:04,scattered clouds
324,Sadovoye,47.7764,44.5089,52.16,44,100,14.25,RU,2022-05-07 20:11:06,overcast clouds
325,Malyye Derbety,47.9547,44.6808,52.66,43,100,14.41,RU,2022-05-07 20:11:07,overcast clouds
326,Camacupa,-12.0167,17.4833,63.82,72,39,3.8,AO,2022-05-07 20:11:08,scattered clouds
327,Nouakchott,18.0858,-15.9785,69.91,70,1,18.97,MR,2022-05-07 20:07:09,clear sky
328,Brae,60.3964,-1.353,44.19,66,87,6.38,GB,2022-05-07 20:11:09,overcast clouds
329,Dunedin,-45.8742,170.5036,61.81,57,100,3.94,NZ,2022-05-07 20:11:10,overcast clouds
330,Rangoon,16.8053,96.1561,82.36,83,75,5.75,MM,2022-05-07 20:10:37,broken clouds
331,Ust-Kulom,61.6864,53.6902,45.73,77,36,6.46,RU,2022-05-07 20:11:11,scattered clouds
332,Chunoyar,57.4467,97.3217,37.26,52,22,14.14,RU,2022-05-07 20:11:12,few clouds
333,Thunder Bay,48.4001,-89.3168,54.3,51,15,7.9,CA,2022-05-07 20:10:50,few clouds
334,Kasama,-10.2129,31.1808,62.17,80,78,4.9,ZM,2022-05-07 20:11:13,broken clouds
335,Jacareacanga,-6.2222,-57.7528,81.64,83,100,1.59,BR,2022-05-07 20:11:14,overcast clouds
336,Iraquara,-12.2486,-41.6194,81.54,35,0,8.7,BR,2022-05-07 20:11:16,clear sky
337,Laguna,38.421,-121.4238,73.69,39,0,4.0,US,2022-05-07 20:11:17,clear sky
338,Dzilam Gonzalez,21.2833,-88.9333,97.56,40,3,9.46,MX,2022-05-07 20:11:18,clear sky
339,Avera,33.194,-82.5271,71.65,43,76,17.22,US,2022-05-07 20:11:19,broken clouds
340,Bonavista,48.6499,-53.1147,37.53,66,81,20.36,CA,2022-05-07 20:11:19,broken clouds
341,Farcasesti,44.8667,23.2,51.58,64,92,4.56,RO,2022-05-07 20:11:23,overcast clouds
342,Sydney,-33.8679,151.2073,51.96,69,20,11.5,AU,2022-05-07 20:11:21,few clouds
343,Am Timan,11.0297,20.2827,91.26,31,100,5.82,TD,2022-05-07 20:11:24,overcast clouds
344,Lensk,60.7253,114.9278,42.8,88,100,13.67,RU,2022-05-07 20:11:25,moderate rain
345,Fukue,32.6881,128.8419,63.37,86,100,18.25,JP,2022-05-07 20:11:26,overcast clouds
346,Isla Mujeres,21.2311,-86.731,87.85,68,3,12.93,MX,2022-05-07 20:11:27,clear sky
347,Ambilobe,-13.2,49.05,73.11,87,19,4.23,MG,2022-05-07 20:11:28,few clouds
348,Florianopolis,-27.6146,-48.5012,67.23,56,0,9.22,BR,2022-05-07 20:10:59,clear sky
349,Mananjary,-21.2167,48.3333,73.6,92,18,7.92,MG,2022-05-07 20:11:29,few clouds
350,Puerto Gaitan,4.3133,-72.0816,73.08,96,100,9.19,CO,2022-05-07 20:07:10,overcast clouds
351,Pucara,-15.9803,-71.4606,48.42,46,31,12.44,PE,2022-05-07 20:11:32,scattered clouds
352,Maarianhamina,60.0973,19.9348,37.26,87,0,2.3,AX,2022-05-07 20:11:32,clear sky
353,Yinchuan,38.4681,106.2731,62.8,43,100,14.38,CN,2022-05-07 20:11:33,overcast clouds
354,Forbes,-33.3833,148.0167,39.2,77,3,1.32,AU,2022-05-07 20:11:34,clear sky
355,Haines Junction,60.7522,-137.5108,36.19,95,100,1.86,CA,2022-05-07 20:11:35,moderate rain
356,Zaragoza,41.6561,-0.8773,69.03,42,0,16.11,ES,2022-05-07 20:11:35,clear sky
357,Sambava,-14.2667,50.1667,75.83,85,18,6.38,MG,2022-05-07 20:11:36,light rain
358,Deputatskiy,69.3,139.9,2.12,95,47,5.5,RU,2022-05-07 20:11:36,scattered clouds
359,Tessalit,20.1986,1.0114,89.08,11,30,15.84,ML,2022-05-07 20:11:37,scattered clouds
360,La Ronge,55.1001,-105.2842,54.57,45,92,5.84,CA,2022-05-07 20:11:38,overcast clouds
361,Flinders,-34.5833,150.8552,56.17,64,0,11.01,AU,2022-05-07 20:11:38,clear sky
362,Roald,62.5833,6.1333,43.32,70,100,25.32,NO,2022-05-07 20:11:39,light rain
363,Lompoc,34.6391,-120.4579,76.69,63,0,17.27,US,2022-05-07 20:11:39,clear sky
364,Tatarsk,55.219,75.9828,34.61,50,0,6.98,RU,2022-05-07 20:11:40,clear sky
365,Paita,-5.0892,-81.1144,74.12,71,1,16.33,PE,2022-05-07 20:11:42,clear sky
366,Petropavlovsk-Kamchatskiy,53.0452,158.6483,46.99,71,0,6.71,RU,2022-05-07 20:11:43,clear sky
367,Abha,18.2164,42.5053,64.65,72,0,4.61,SA,2022-05-07 20:11:44,clear sky
368,Gat,31.61,34.7642,65.08,100,47,4.63,IL,2022-05-07 20:11:44,scattered clouds
369,Kurilsk,45.2333,147.8833,44.91,96,100,17.11,RU,2022-05-07 20:11:47,moderate rain
370,San Patricio,28.017,-97.5169,99.32,38,0,14.88,US,2022-05-07 20:11:48,clear sky
371,Arawa,-6.2132,155.5367,77.0,90,52,1.34,PG,2022-05-07 20:11:49,broken clouds
372,Ushumun,52.7833,126.5333,31.3,47,0,2.24,RU,2022-05-07 20:11:51,clear sky
373,Sorong,-0.8833,131.25,79.61,84,36,3.85,ID,2022-05-07 20:11:51,scattered clouds
374,Hearst,49.6835,-83.6665,62.46,21,18,5.66,CA,2022-05-07 20:10:01,few clouds
375,Nanortalik,60.1432,-45.2371,39.9,74,100,5.55,GL,2022-05-07 20:11:53,overcast clouds
376,Teguldet,57.3064,88.1667,27.52,83,100,13.42,RU,2022-05-07 20:11:53,overcast clouds
377,Lufilufi,-13.8745,-171.5986,77.79,77,14,10.71,WS,2022-05-07 20:11:55,light rain
378,Stornoway,58.2093,-6.3865,49.96,74,100,1.14,GB,2022-05-07 20:11:56,overcast clouds
379,Yarmouth,41.7057,-70.2286,50.14,76,0,25.99,US,2022-05-07 20:11:56,clear sky
380,Plouzane,48.3833,-4.6167,53.65,85,0,9.22,FR,2022-05-07 20:11:58,clear sky
381,Tambo,-14.8,-73.9167,50.05,46,45,10.09,PE,2022-05-07 20:11:58,scattered clouds
382,Stokmarknes,68.5646,14.9108,35.58,75,75,21.85,NO,2022-05-07 20:12:00,broken clouds
383,Alyangula,-13.8483,136.4192,80.67,67,44,16.22,AU,2022-05-07 20:12:01,scattered clouds
384,Tiarei,-17.5333,-149.3333,82.42,77,16,3.47,PF,2022-05-07 20:12:03,light rain
385,Hamilton,39.1834,-84.5333,62.06,74,100,18.41,US,2022-05-07 20:08:11,overcast clouds
386,Batsfjord,70.6345,29.7185,37.18,75,20,50.64,NO,2022-05-07 20:12:04,few clouds
387,Namatanai,-3.6667,152.4333,79.5,84,54,8.3,PG,2022-05-07 20:12:06,broken clouds
388,Ciudad Del Maiz,22.4,-99.6,94.69,23,0,2.46,MX,2022-05-07 20:12:07,clear sky
389,Hay River,60.8156,-115.7999,33.76,100,100,10.36,CA,2022-05-07 20:12:08,light rain
390,Nchelenge,-9.3451,28.734,74.28,68,87,1.72,ZM,2022-05-07 20:12:09,overcast clouds
391,Sokolo,14.7328,-6.1219,100.4,15,66,3.56,ML,2022-05-07 20:12:10,broken clouds
392,Port Blair,11.6667,92.75,82.2,83,100,19.55,IN,2022-05-07 20:12:11,overcast clouds
393,Itarema,-2.9248,-39.9167,80.56,85,98,9.19,BR,2022-05-07 20:12:11,overcast clouds
394,Grand Gaube,-20.0064,57.6608,77.38,73,9,5.99,MU,2022-05-07 20:12:12,clear sky
395,Valdivia,-39.8142,-73.2459,60.89,69,20,3.8,CL,2022-05-07 20:12:13,few clouds
396,Acarau,-2.8856,-40.12,80.58,84,80,8.88,BR,2022-05-07 20:12:13,broken clouds
397,Sistranda,63.7256,8.834,37.36,92,100,26.24,NO,2022-05-07 20:12:14,light rain
398,Hofn,64.2539,-15.2082,44.1,77,10,11.74,IS,2022-05-07 20:12:15,clear sky
399,Latung,5.5,120.8833,82.56,78,100,4.92,PH,2022-05-07 20:12:16,overcast clouds
400,Severo-Kurilsk,50.6789,156.125,39.85,91,100,4.21,RU,2022-05-07 20:08:58,overcast clouds
401,Cine,37.6117,28.0614,60.91,42,8,2.3,TR,2022-05-07 20:12:17,clear sky
402,Ust-Kuyga,70.0167,135.6,4.33,97,92,6.69,RU,2022-05-07 20:12:18,overcast clouds
403,Comodoro Rivadavia,-45.8667,-67.5,71.46,43,0,14.97,AR,2022-05-07 20:12:18,clear sky
404,Alta Floresta,-9.8756,-56.0861,83.71,76,56,1.16,BR,2022-05-07 20:12:21,broken clouds
405,Quatre Cocos,-20.2078,57.7625,77.09,79,30,15.05,MU,2022-05-07 20:12:22,scattered clouds
406,Cururupu,-1.8283,-44.8683,78.94,87,96,3.76,BR,2022-05-07 20:12:24,overcast clouds
407,Rabo De Peixe,37.8,-25.5833,63.91,88,20,3.44,PT,2022-05-07 20:12:25,few clouds
408,Caravelas,-17.7125,-39.2481,74.34,90,90,12.59,BR,2022-05-07 20:12:26,overcast clouds
409,Andreapol,56.6513,32.2664,47.32,95,44,6.85,RU,2022-05-07 20:12:26,scattered clouds
410,Camacha,33.0833,-16.3333,60.22,77,20,9.22,PT,2022-05-07 20:12:27,few clouds
411,Narsaq,60.9167,-46.05,52.02,70,100,5.44,GL,2022-05-07 20:12:28,overcast clouds
412,Ketchikan,55.3422,-131.6461,52.27,50,40,11.5,US,2022-05-07 20:12:29,scattered clouds
413,Sur,22.5667,59.5289,84.76,62,0,11.61,OM,2022-05-07 20:12:30,clear sky
414,Carroll,39.5501,-77.0164,49.23,86,100,12.66,US,2022-05-07 20:12:30,light rain
415,Port Macquarie,-31.4333,152.9167,49.89,67,78,7.14,AU,2022-05-07 20:12:32,broken clouds
416,Flin Flon,54.7682,-101.865,64.56,50,96,9.6,CA,2022-05-07 20:12:33,overcast clouds
417,Yantzaza,-3.8278,-78.7594,76.71,89,29,2.13,EC,2022-05-07 20:12:34,moderate rain
418,Sibolga,1.7427,98.7792,75.85,90,100,1.52,ID,2022-05-07 20:12:34,light rain
419,Gondar,12.6,37.4667,69.1,39,97,5.5,ET,2022-05-07 20:12:36,overcast clouds
420,Zyryanovsk,49.7386,84.2719,47.89,79,100,4.94,KZ,2022-05-07 20:12:37,overcast clouds
421,Burla,21.5,83.8667,82.33,44,51,4.7,IN,2022-05-07 20:12:38,broken clouds
422,Amarpur,25.0333,86.9,84.54,50,1,5.19,IN,2022-05-07 20:08:11,clear sky
423,Dawlatabad,36.4141,64.9053,81.5,26,98,6.11,AF,2022-05-07 20:12:38,overcast clouds
424,Jining,35.405,116.5814,52.43,44,47,5.46,CN,2022-05-07 20:12:39,scattered clouds
425,Mahebourg,-20.4081,57.7,77.25,79,21,15.08,MU,2022-05-07 20:12:40,few clouds
426,Mwinilunga,-11.7358,24.4293,63.37,72,51,3.29,ZM,2022-05-07 20:12:42,broken clouds
427,Port Hedland,-20.3167,118.5667,69.85,56,28,6.91,AU,2022-05-07 20:12:44,scattered clouds
428,Quesnel,52.9999,-122.5029,55.6,36,100,2.73,CA,2022-05-07 20:10:25,overcast clouds
429,Port Keats,-14.25,129.55,72.36,36,0,12.59,AU,2022-05-07 20:12:45,clear sky
430,Sisimiut,66.9395,-53.6735,33.08,58,1,8.23,GL,2022-05-07 20:12:47,clear sky
431,Lancut,50.0687,22.2291,55.24,81,0,2.3,PL,2022-05-07 20:12:48,clear sky
432,Kalmunai,7.4167,81.8167,81.9,80,100,1.19,LK,2022-05-07 20:09:22,overcast clouds
433,Vestmanna,62.1564,-7.1664,43.72,81,100,4.61,FO,2022-05-07 20:12:49,overcast clouds
434,Boende,-0.2167,20.8667,73.44,87,68,3.44,CD,2022-05-07 20:12:50,broken clouds
435,Bayan,46.0833,127.4,41.94,69,10,3.15,CN,2022-05-07 20:12:51,clear sky
436,Agadez,19.75,10.25,91.4,15,67,11.5,NE,2022-05-07 20:12:52,broken clouds
437,Poum,-20.2333,164.0167,76.84,71,34,18.32,NC,2022-05-07 20:12:54,scattered clouds
438,Ilulissat,69.2167,-51.1,28.42,54,0,5.75,GL,2022-05-07 20:12:56,clear sky
439,Leh,34.1667,77.5833,47.39,47,92,5.26,IN,2022-05-07 20:12:57,overcast clouds
440,Manta,-0.95,-80.7333,80.38,78,75,17.27,EC,2022-05-07 20:12:58,broken clouds
441,Nordhausen,51.5167,10.8,59.77,93,100,4.03,DE,2022-05-07 20:12:59,overcast clouds
442,Mahina,-17.5065,-149.489,82.17,74,75,8.05,PF,2022-05-07 20:13:00,light rain
443,Constitucion,-35.3333,-72.4167,60.76,65,3,13.09,CL,2022-05-07 20:10:56,clear sky
444,Kodinar,20.7903,70.7031,81.84,67,0,14.61,IN,2022-05-07 20:13:01,clear sky
445,Atar,20.5169,-13.0499,95.23,10,6,9.71,MR,2022-05-07 20:13:03,clear sky
446,Nossa Senhora Das Dores,-10.4917,-37.1933,77.11,70,44,10.29,BR,2022-05-07 20:13:05,scattered clouds
447,Trincomalee,8.5711,81.2335,80.8,85,100,12.55,LK,2022-05-07 20:13:07,overcast clouds
448,Partizanskoye,55.5006,94.39,40.35,38,97,18.28,RU,2022-05-07 20:13:07,overcast clouds
449,Manadhoo,5.7667,73.3833,85.05,70,94,12.59,MV,2022-05-07 20:13:08,overcast clouds
450,Bonfim,3.0833,-59.95,82.9,66,96,3.49,BR,2022-05-07 20:13:09,overcast clouds
451,Orlik,52.5178,99.825,42.39,63,16,4.18,RU,2022-05-07 20:13:10,few clouds
452,Golspie,57.9727,-3.978,52.0,84,44,6.11,GB,2022-05-07 20:13:11,scattered clouds
453,Kondratovo,57.9804,56.1066,43.09,56,0,11.18,RU,2022-05-07 20:13:12,clear sky
454,Labytnangi,66.6572,66.4183,23.32,97,96,3.44,RU,2022-05-07 20:13:13,overcast clouds
455,Merritt Island,28.5392,-80.672,90.21,45,0,19.57,US,2022-05-07 20:13:14,clear sky
456,Brigantine,39.4101,-74.3646,49.05,95,100,31.07,US,2022-05-07 20:11:26,mist
457,Nizhnevartovsk,60.9344,76.5531,21.22,79,0,4.47,RU,2022-05-07 20:13:15,clear sky
458,Kharan,28.5833,65.4167,88.5,11,1,1.86,PK,2022-05-07 20:13:15,clear sky
459,Den Helder,52.9599,4.7593,53.98,84,75,14.0,NL,2022-05-07 20:13:16,broken clouds
460,Catalao,-18.1658,-47.9464,80.89,44,89,4.38,BR,2022-05-07 20:13:16,overcast clouds
461,Butembo,0.15,29.2833,58.14,91,97,3.27,CD,2022-05-07 20:13:17,overcast clouds
