City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,Nyurba,63.2842,118.3319,26.29,52,15,13.62,RU,2022-05-02 00:30:31
273,Lorengau,-2.0226,147.2712,83.14,76,100,2.17,PG,2022-05-02 00:30:32
274,Lugovoy,42.9472,72.7644,63.95,50,11,5.12,KZ,2022-05-02 00:30:34
275,Egvekinot,66.3167,-179.1667,18.3,62,20,3.71,RU,2022-05-02 00:30:35
276,At-Bashi,41.1702,75.8106,49.75,42,14,6.91,KG,2022-05-02 00:30:36
277,Noshiro,40.2039,140.0242,50.83,53,7,12.64,JP,2022-05-02 00:30:37
278,Svetlyy,54.675,20.1347,39.25,90,11,2.93,RU,2022-05-02 00:30:38
279,Pervomayskiy,53.2485,40.2871,38.8,63,100,6.22,RU,2022-05-02 00:30:39
280,Puerto Baquerizo Moreno,-0.9,-89.6,72.43,87,9,6.51,EC,2022-05-02 00:30:40
281,Novoilinsk,51.6829,108.7143,63.41,33,95,5.03,RU,2022-05-02 00:30:41
282,Rio Gallegos,-51.6226,-69.2181,39.25,87,0,9.22,AR,2022-05-02 00:30:43
283,Tall Kayf,37.0833,41.0667,58.39,38,40,7.74,TR,2022-05-02 00:30:43
284,Novyy Urengoy,66.0833,76.6333,23.27,96,100,0.74,RU,2022-05-02 00:30:46
285,Carnarvon,-24.8667,113.6333,69.87,52,0,10.36,AU,2022-05-02 00:30:46
286,Zhigansk,66.7697,123.3711,18.93,82,100,22.08,RU,2022-05-02 00:30:48
287,Mount Gambier,-37.8333,140.7667,60.71,88,100,12.66,AU,2022-05-02 00:30:49
288,Shangrao,28.4532,117.9686,61.18,82,100,0.4,CN,2022-05-02 00:30:49
289,Kasempa,-13.4584,25.8338,54.18,79,0,5.77,ZM,2022-05-02 00:30:50
290,Opuwo,-18.0607,13.84,71.8,37,93,6.51,NA,2022-05-02 00:30:52
291,Richards Bay,-28.783,32.0377,61.36,81,0,6.93,ZA,2022-05-02 00:30:53
292,Avarua,-21.2078,-159.775,84.25,74,75,5.75,CK,2022-05-02 00:30:54
293,Port Hedland,-20.3167,118.5667,77.05,61,75,10.36,AU,2022-05-02 00:30:54
294,Puerto Escondido,15.85,-97.0667,85.03,70,40,5.75,MX,2022-05-02 00:30:56
295,Araouane,18.9048,-3.5265,78.1,15,0,10.74,ML,2022-05-02 00:30:57
296,Magaria,12.9983,8.9099,83.14,32,28,10.6,NE,2022-05-02 00:30:58
297,Goundi,9.3627,17.366,85.84,44,100,7.56,TD,2022-05-02 00:30:59
298,Salalah,17.0151,54.0924,84.29,84,40,4.61,OM,2022-05-02 00:31:00
299,Galesong,-5.3166,119.3661,80.62,69,47,2.68,ID,2022-05-02 00:31:02
300,Orlik,52.5178,99.825,48.34,45,92,3.29,RU,2022-05-02 00:30:46
301,Igarka,67.4667,86.5833,26.56,94,100,6.76,RU,2022-05-02 00:31:03
302,Beidao,34.5686,105.8933,56.1,39,0,1.3,CN,2022-05-02 00:31:05
303,Pisco,-13.7,-76.2167,65.01,82,0,13.8,PE,2022-05-02 00:31:06
304,Novikovo,51.1537,37.8879,40.03,62,61,3.11,RU,2022-05-02 00:31:08
305,Tabou,4.423,-7.3528,80.67,81,34,7.16,CI,2022-05-02 00:31:09
306,Chissamba,-12.1667,17.3333,56.53,75,12,2.66,AO,2022-05-02 00:31:10
307,Mersing,2.4312,103.8405,75.11,94,40,2.3,MY,2022-05-02 00:31:11
308,Shirokiy,49.758,129.523,51.28,39,100,7.78,RU,2022-05-02 00:31:13
309,Yarmouth,41.7057,-70.2286,51.96,79,0,4.61,US,2022-05-02 00:31:14
310,Dalaba,10.7,-12.25,69.06,73,100,1.97,GN,2022-05-02 00:31:15
311,Korla,41.7597,86.1469,61.18,25,6,3.87,CN,2022-05-02 00:32:15
312,Zamora,-4.0692,-78.9567,65.88,97,21,2.44,EC,2022-05-02 00:32:16
313,Georgetown,5.4112,100.3354,80.55,94,20,3.44,MY,2022-05-02 00:31:32
314,Srednekolymsk,67.45,153.6833,33.82,100,100,3.02,RU,2022-05-02 00:32:18
315,Aitape,-3.1374,142.3475,82.36,81,93,5.68,PG,2022-05-02 00:32:20
316,Limin Khersonisou,35.3162,25.3928,65.03,88,75,4.61,GR,2022-05-02 00:32:21
317,Verkhnyaya Inta,65.9811,60.3094,24.57,79,100,7.63,RU,2022-05-02 00:32:21
318,Elko,41.0002,-115.5012,53.62,49,84,17.0,US,2022-05-02 00:30:36
319,Quatre Cocos,-20.2078,57.7625,73.09,84,4,3.65,MU,2022-05-02 00:29:16
320,Upornaya,44.3914,41.0196,46.35,98,100,4.5,RU,2022-05-02 00:32:25
321,Walvis Bay,-22.9575,14.5053,56.35,94,0,2.3,NA,2022-05-02 00:32:26
322,Pitimbu,-7.4706,-34.8086,77.59,84,13,8.03,BR,2022-05-02 00:32:27
323,Changtu,42.7788,124.0955,50.7,42,1,6.15,CN,2022-05-02 00:32:28
324,Aksarka,66.5606,67.7975,10.29,93,15,4.85,RU,2022-05-02 00:32:29
325,Valdivia,-39.8142,-73.2459,46.49,97,5,2.04,CL,2022-05-02 00:30:27
326,Orapa,-21.2833,25.3667,60.31,73,1,12.26,BW,2022-05-02 00:32:30
327,Waingapu,-9.6567,120.2641,84.94,69,46,16.6,ID,2022-05-02 00:32:31
328,Bereda,43.2686,-7.5406,53.42,97,100,2.21,ES,2022-05-02 00:32:32
329,Pangody,65.85,74.4859,21.0,97,100,3.51,RU,2022-05-02 00:32:33
330,Shimoda,34.6667,138.95,59.36,73,100,8.41,JP,2022-05-02 00:32:35
331,Tigil,57.8,158.6667,34.02,92,97,7.92,RU,2022-05-02 00:32:35
332,Cabo San Lucas,22.8909,-109.9124,87.1,25,0,13.8,MX,2022-05-02 00:27:57
333,Husavik,66.0449,-17.3389,27.36,75,100,8.41,IS,2022-05-02 00:32:36
334,Rundu,-17.9333,19.7667,64.54,46,65,5.57,NA,2022-05-02 00:32:38
335,Minot,48.2325,-101.2963,55.62,41,20,18.41,US,2022-05-02 00:24:10
336,Maragogi,-9.0122,-35.2225,76.55,87,32,5.55,BR,2022-05-02 00:32:40
337,Dwarka,22.2394,68.9678,83.25,78,0,14.54,IN,2022-05-02 00:32:41
338,East London,-33.0153,27.9116,61.02,79,0,7.49,ZA,2022-05-02 00:29:20
339,Grafton,42.207,-71.6856,57.25,49,100,4.0,US,2022-05-02 00:32:42
340,Port-Gentil,-0.7193,8.7815,81.18,79,100,8.81,GA,2022-05-02 00:32:43
341,Zhangye,38.9342,100.4517,54.72,20,0,8.05,CN,2022-05-02 00:32:44
342,Russell,32.3502,-85.1999,76.6,76,20,4.61,US,2022-05-02 00:32:45
343,Menfi,37.6066,12.9678,55.09,83,2,3.4,IT,2022-05-02 00:32:45
344,Meulaboh,4.1363,96.1285,77.88,87,91,3.65,ID,2022-05-02 00:32:46
345,Saint-Joseph,-21.3667,55.6167,73.78,81,0,3.62,RE,2022-05-02 00:32:47
346,Deputatskiy,69.3,139.9,30.16,83,100,0.69,RU,2022-05-02 00:32:49
347,Ewa Beach,21.3156,-158.0072,84.15,56,40,21.85,US,2022-05-02 00:32:50
348,Sistranda,63.7256,8.834,42.76,87,100,46.6,NO,2022-05-02 00:32:51
349,Mocuba,-16.8392,36.9856,64.71,98,79,3.56,MZ,2022-05-02 00:32:52
350,Necochea,-38.5473,-58.7368,51.69,61,100,8.43,AR,2022-05-02 00:32:52
351,Deogarh,21.5333,84.7333,77.47,84,25,3.49,IN,2022-05-02 00:32:53
352,Marovoay,-16.1,46.6333,76.8,72,47,2.95,MG,2022-05-02 00:32:55
353,Bilma,18.6853,12.9164,89.78,11,8,8.95,NE,2022-05-02 00:33:56
354,Kudahuvadhoo,2.6708,72.8944,85.41,74,84,21.74,MV,2022-05-02 00:33:56
355,Ovsyanka,55.9575,92.5519,42.22,87,100,4.7,RU,2022-05-02 00:33:57
356,Kisanga,-7.4362,37.7034,72.68,87,100,4.0,TZ,2022-05-02 00:33:59
357,Maseru,-29.3167,27.4833,47.86,59,0,2.44,LS,2022-05-02 00:34:00
358,Mogadishu,2.0371,45.3438,81.7,80,91,13.47,SO,2022-05-02 00:34:01
359,Fortuna,40.5982,-124.1573,61.93,73,0,12.66,US,2022-05-02 00:34:04
360,Pundaguitan,6.3711,126.1689,81.27,80,100,6.85,PH,2022-05-02 00:34:05
361,Darhan,49.4867,105.9228,62.46,26,14,3.85,MN,2022-05-02 00:34:06
362,Taltal,-25.4,-70.4833,60.75,82,29,3.4,CL,2022-05-02 00:33:37
363,Salekhard,66.53,66.6019,6.96,95,23,3.53,RU,2022-05-02 00:31:03
364,Smithers,54.7804,-127.1743,52.12,54,100,11.5,CA,2022-05-02 00:32:20
365,Faranah,10.0404,-10.7434,75.09,79,87,3.44,GN,2022-05-02 00:34:10
366,Shangqiu,34.45,115.65,70.2,25,0,3.11,CN,2022-05-02 00:34:12
367,Lasa,46.6166,10.7002,49.08,91,48,3.49,IT,2022-05-02 00:34:13
368,Karratha,-20.7377,116.8463,82.94,45,100,16.64,AU,2022-05-02 00:34:14
369,Kulachi,31.9286,70.4592,87.58,17,96,1.86,PK,2022-05-02 00:34:14
370,Bathsheba,13.2167,-59.5167,79.48,75,100,14.76,BB,2022-05-02 00:34:16
371,Brigantine,39.4101,-74.3646,54.01,76,40,4.61,US,2022-05-02 00:34:16
372,Abu Dhabi,24.4667,54.3667,78.96,58,0,6.91,AE,2022-05-02 00:32:14
373,Snezhnogorsk,69.1933,33.2531,24.58,93,100,4.09,RU,2022-05-02 00:34:18
374,North Bend,43.4065,-124.2243,58.91,84,0,6.91,US,2022-05-02 00:30:37
375,La Ligua,-32.4524,-71.2311,56.91,70,69,1.39,CL,2022-05-02 00:34:20
376,Sidi Ali,36.0998,0.4206,64.26,44,83,1.61,DZ,2022-05-02 00:34:21
377,Sorland,67.667,12.6934,36.61,73,100,23.2,NO,2022-05-02 00:34:22
378,Hare Bay,48.8499,-54.0148,33.19,98,100,3.04,CA,2022-05-02 00:34:23
379,Kikwit,-5.041,18.8162,69.8,96,71,2.48,CD,2022-05-02 00:34:24
380,Goya,-29.14,-59.2626,61.21,91,100,6.96,AR,2022-05-02 00:34:24
381,Waarschoot,51.1533,3.6073,50.95,85,100,5.95,BE,2022-05-02 00:34:25
382,Ponta Do Sol,32.6667,-17.1,65.03,74,0,4.12,PT,2022-05-02 00:34:26
383,Key Largo,25.0865,-80.4473,78.01,58,0,14.67,US,2022-05-02 00:34:25
384,Dunedin,-45.8742,170.5036,63.46,58,3,1.61,NZ,2022-05-02 00:34:28
385,Bairiki,1.3292,172.9752,86.0,74,40,8.05,KI,2022-05-02 00:34:29
386,Menongue,-14.6585,17.691,58.77,69,34,3.49,AO,2022-05-02 00:34:30
387,Sibiti,-3.6819,13.3499,69.49,97,100,1.28,CG,2022-05-02 00:34:31
388,Xucheng,20.35,110.1288,62.13,89,100,13.15,CN,2022-05-02 00:34:32
389,Olinda,-8.0089,-34.8553,78.53,94,75,2.3,BR,2022-05-02 00:34:33
390,Thinadhoo,0.5333,72.9333,85.08,75,97,19.17,MV,2022-05-02 00:34:34
391,Jerantut,3.936,102.3626,77.34,94,93,0.96,MY,2022-05-02 00:34:34
392,Cukai,4.25,103.4167,77.0,86,100,4.14,MY,2022-05-02 00:34:35
393,Kenai,60.5544,-151.2583,49.03,46,100,11.5,US,2022-05-02 00:34:36
394,Maceio,-9.6658,-35.7353,76.44,88,75,1.14,BR,2022-05-02 00:34:37
395,Moose Factory,51.2585,-80.6094,44.6,70,0,12.66,CA,2022-05-02 00:34:38
396,Limbang,4.75,115.0,80.71,67,100,1.88,MY,2022-05-02 00:34:40
397,Zinder,13.8072,8.9881,85.42,16,17,8.61,NE,2022-05-02 00:34:40
398,Suntar,62.1444,117.6319,27.57,53,96,13.27,RU,2022-05-02 00:35:41
399,Dinar,38.065,30.1656,49.96,74,100,4.38,TR,2022-05-02 00:35:42
400,Kailua,21.4022,-157.7394,84.18,71,40,14.97,US,2022-05-02 00:35:44
401,Narsaq,60.9167,-46.05,41.22,80,100,1.72,GL,2022-05-02 00:35:45
402,Haines Junction,60.7522,-137.5108,49.95,43,100,9.22,CA,2022-05-02 00:35:46
403,Paraopeba,-19.2757,-44.4033,64.92,50,0,3.13,BR,2022-05-02 00:35:47
404,Doka,13.5167,35.7667,87.69,26,38,4.09,SD,2022-05-02 00:35:48
405,Corinth,37.9407,22.9573,60.42,77,100,4.52,GR,2022-05-02 00:35:49
406,Tianpeng,30.9866,103.9393,55.87,55,100,1.99,CN,2022-05-02 00:35:51
407,Labuhan,-6.8844,112.2051,82.38,82,96,8.16,ID,2022-05-02 00:35:53
408,Rabat,33.9911,-6.8401,59.16,100,0,3.44,MA,2022-05-02 00:31:43
409,Caravelas,-17.7125,-39.2481,74.03,81,0,5.19,BR,2022-05-02 00:35:54
410,Iquique,-20.2208,-70.1431,62.64,76,63,0.78,CL,2022-05-02 00:33:22
411,Bhag,29.0415,67.8239,90.88,14,13,7.18,PK,2022-05-02 00:35:57
412,Inuvik,68.3499,-133.7218,52.66,38,75,5.75,CA,2022-05-02 00:35:58
413,Kardla,58.9978,22.7492,41.05,81,15,5.84,EE,2022-05-02 00:36:00
414,Charters Towers,-20.1,146.2667,78.33,49,0,10.29,AU,2022-05-02 00:36:02
415,Krasnoselkup,65.7,82.4667,22.71,90,20,7.23,RU,2022-05-02 00:36:03
416,Irtyshskiy,58.3333,68.1333,37.24,78,100,7.76,RU,2022-05-02 00:36:04
417,Verkh-Suetka,53.3,80.05,60.62,82,89,9.42,RU,2022-05-02 00:36:05
418,Ulkan,57.243,107.3223,34.79,73,98,9.51,RU,2022-05-02 00:36:06
419,Kimparana,12.8347,-4.9244,88.56,40,100,2.73,ML,2022-05-02 00:36:07
420,Nouadhibou,20.931,-17.0347,67.98,83,0,13.8,MR,2022-05-02 00:32:00
421,Matara,5.9485,80.5353,79.2,89,95,10.31,LK,2022-05-02 00:36:09
422,Suriapet,17.15,79.6167,83.3,76,72,11.61,IN,2022-05-02 00:36:11
423,Chicama,-7.8447,-79.1469,63.14,84,58,7.11,PE,2022-05-02 00:36:15
424,Phan Thiet,10.9333,108.1,82.69,76,95,1.07,VN,2022-05-02 00:36:16
425,Fukue,32.6881,128.8419,64.76,48,0,10.36,JP,2022-05-02 00:36:18
426,Kimbe,-5.5502,150.1429,87.55,64,7,4.38,PG,2022-05-02 00:36:18
427,Batemans Bay,-35.7167,150.1833,62.1,48,1,3.27,AU,2022-05-02 00:36:19
428,Grindavik,63.8424,-22.4338,39.15,81,0,4.61,IS,2022-05-02 00:35:12
429,Sinnamary,5.3833,-52.95,77.79,84,95,11.14,GF,2022-05-02 00:36:21
430,Chara,56.9064,118.2631,40.64,51,19,10.42,RU,2022-05-02 00:32:15
431,Whitehaven,54.549,-3.5841,50.65,96,100,1.48,GB,2022-05-02 00:36:23
432,Floro,61.5996,5.0328,46.36,71,100,13.8,NO,2022-05-02 00:36:24
433,Dingle,10.9995,122.6711,84.96,67,54,7.99,PH,2022-05-02 00:36:25
434,Kpandae,8.4689,-0.0113,80.46,70,100,5.3,GH,2022-05-02 00:36:26
435,Chama,47.1821,8.4636,46.35,100,2,0.0,CH,2022-05-02 00:36:27
436,Tuatapere,-46.1333,167.6833,61.14,67,7,7.4,NZ,2022-05-02 00:36:27
437,Vila Franca Do Campo,37.7167,-25.4333,66.2,92,23,3.02,PT,2022-05-02 00:36:28
438,Puerto Ayacucho,5.6639,-67.6236,75.9,88,70,3.36,VE,2022-05-02 00:36:29
439,Baft,29.234,56.6057,53.15,33,0,8.48,IR,2022-05-02 00:36:30
440,Mangla,31.8931,72.3817,85.86,18,0,7.94,PK,2022-05-02 00:36:31
441,Abu Samrah,35.3029,37.1841,58.21,82,0,10.65,SY,2022-05-02 00:36:32
442,Pahrump,36.2083,-115.9839,76.95,11,0,14.0,US,2022-05-02 00:37:33
443,Vanino,49.0869,140.2543,41.52,59,100,8.05,RU,2022-05-02 00:37:35
444,Skibbereen,51.55,-9.2667,52.11,94,89,6.69,IE,2022-05-02 00:37:36
445,Dubbo,-32.25,148.6167,66.33,72,53,9.22,AU,2022-05-02 00:37:37
446,Nacala,-14.5428,40.6728,71.33,80,77,8.7,MZ,2022-05-02 00:37:39
447,Constitucion,-35.3333,-72.4167,52.93,75,12,7.31,CL,2022-05-02 00:37:40
448,Corpus Christi,27.8006,-97.3964,82.63,80,100,23.02,US,2022-05-02 00:37:41
449,Eldoret,0.5204,35.2699,56.35,88,97,2.82,KE,2022-05-02 00:37:42
450,Itoman,26.1247,127.6694,66.22,82,75,11.5,JP,2022-05-02 00:37:44
451,Nha Trang,12.25,109.1833,84.2,78,97,3.8,VN,2022-05-02 00:37:45
452,Sao Sebastiao,-23.76,-45.4097,72.59,87,16,4.45,BR,2022-05-02 00:37:46
453,Basco,20.4487,121.9702,79.05,80,100,22.77,PH,2022-05-02 00:37:47
454,Shelburne,44.0787,-80.2041,47.59,91,100,7.16,CA,2022-05-02 00:37:48
455,Tsaratanana,-16.7833,47.65,74.1,78,38,3.33,MG,2022-05-02 00:37:49
456,Tutoia,-2.7619,-42.2744,77.81,90,100,6.08,BR,2022-05-02 00:37:50
457,Zaysan,47.4667,84.8667,66.6,29,100,3.27,KZ,2022-05-02 00:37:51
458,Yatou,37.15,122.3833,58.62,33,3,10.36,CN,2022-05-02 00:37:52
459,Tezu,27.9167,96.1667,77.7,59,100,1.1,IN,2022-05-02 00:37:53
460,Beyneu,45.3167,55.2,58.87,50,0,14.47,KZ,2022-05-02 00:37:53
461,Balikpapan,-1.2675,116.8289,79.79,89,20,0.0,ID,2022-05-02 00:37:54
462,Mao,39.8885,4.2658,57.76,94,40,3.44,ES,2022-05-02 00:37:55
463,Bayburt,40.2589,40.2278,41.74,94,100,2.3,TR,2022-05-02 00:34:06
464,Ixtapa,20.7,-105.2,78.03,73,20,12.66,MX,2022-05-02 00:37:56
465,Port Hawkesbury,45.6169,-61.3485,37.18,96,100,9.22,CA,2022-05-02 00:37:58
466,Honningsvag,70.9821,25.9704,28.15,80,100,19.57,NO,2022-05-02 00:37:59
467,Yeppoon,-23.1333,150.7333,76.78,76,82,16.44,AU,2022-05-02 00:37:59
468,Batticaloa,7.7102,81.6924,81.63,78,97,1.43,LK,2022-05-02 00:38:01
469,Mitu,1.1983,-70.1733,72.12,94,27,0.76,CO,2022-05-02 00:33:27
470,Hofn,64.2539,-15.2082,34.45,60,100,13.18,IS,2022-05-02 00:38:02
471,Nikolayevsk-Na-Amure,53.1406,140.73,36.7,87,100,3.8,RU,2022-05-02 00:38:04
472,Karaton,-6.3424,106.1045,80.37,81,93,0.89,ID,2022-05-02 00:38:05
473,Dawson Creek,55.7666,-120.2362,49.64,66,40,13.8,CA,2022-05-02 00:38:07
474,Anadyr,64.75,177.4833,25.3,80,0,13.42,RU,2022-05-02 00:38:08
475,Jiwani,25.05,61.7417,83.03,70,0,23.87,PK,2022-05-02 00:38:09
476,Nemuro,43.3236,145.575,41.05,96,100,28.83,JP,2022-05-02 00:38:10
477,Karoi,-16.8099,29.6925,54.9,81,1,5.5,ZW,2022-05-02 00:38:12
478,Sumter,28.7086,-82.0831,79.02,76,95,5.12,US,2022-05-02 00:38:14
479,Samarai,-10.6167,150.6667,82.94,74,62,8.63,PG,2022-05-02 00:38:16
480,Mahina,-17.5065,-149.489,83.97,70,40,14.97,PF,2022-05-02 00:38:17
481,Sola,-13.8833,167.55,81.27,83,100,0.0,VU,2022-05-02 00:38:18
482,Kushima,31.4583,131.2333,66.24,55,100,1.34,JP,2022-05-02 00:38:19
483,Olga,43.7444,135.2892,47.43,63,100,3.91,RU,2022-05-02 00:37:06
484,Ulagan,50.6321,87.9563,49.12,46,100,3.09,RU,2022-05-02 00:38:21
485,Mendi,-6.1761,143.6513,67.95,74,33,4.03,PG,2022-05-02 00:38:22
486,Gomel,52.4345,30.9754,46.38,76,0,4.47,BY,2022-05-02 00:38:23
487,Robertsport,6.7533,-11.3686,81.93,80,100,5.79,LR,2022-05-02 00:38:24
488,San Policarpo,12.1791,125.5072,83.37,71,100,8.12,PH,2022-05-02 00:38:24
489,Lindenberg,49.3803,8.0986,50.13,95,98,4.47,DE,2022-05-02 00:38:26
490,Yaguara,2.6636,-75.5175,82.85,78,100,3.96,CO,2022-05-02 00:39:26
491,Nautla,20.2167,-96.7833,80.49,87,92,14.94,MX,2022-05-02 00:39:27
492,Ostrovnoy,68.0531,39.5131,15.96,93,75,8.19,RU,2022-05-02 00:39:29
493,Ayan,56.45,138.1667,30.63,91,96,5.3,RU,2022-05-02 00:39:30
494,Luderitz,-26.6481,15.1594,73.06,24,0,12.08,NA,2022-05-02 00:39:30
495,Alofi,-19.0595,-169.9187,84.09,79,100,9.22,NU,2022-05-02 00:39:32
496,Bundaberg,-24.85,152.35,76.21,78,75,13.8,AU,2022-05-02 00:39:33
497,Hojo,33.9766,132.7777,60.73,63,75,10.36,JP,2022-05-02 00:39:34
498,Kampot,10.6167,104.1833,77.05,76,100,3.44,KH,2022-05-02 00:39:35
499,Anqing,30.5092,117.0506,65.03,61,16,7.45,CN,2022-05-02 00:39:36
500,La Cruz,23.9167,-106.9,76.82,58,62,4.74,MX,2022-05-02 00:36:35
501,Panorama,40.5878,23.0315,56.12,74,92,1.01,GR,2022-05-02 00:39:37
502,Paracatu,-17.2222,-46.8747,67.3,49,6,2.19,BR,2022-05-02 00:39:38
503,Kloulklubed,7.0419,134.2556,81.1,76,97,14.72,PW,2022-05-02 00:39:40
504,Dauriya,49.9333,116.8667,59.7,41,99,12.28,RU,2022-05-02 00:39:41
505,Acapulco,16.8634,-99.8901,84.02,65,75,10.36,MX,2022-05-02 00:36:40
506,Hamilton,39.1834,-84.5333,71.04,38,0,13.8,US,2022-05-02 00:34:54
507,Danville,36.586,-79.395,65.05,92,0,5.75,US,2022-05-02 00:35:59
508,Carauari,-4.8828,-66.8958,73.58,97,96,2.51,BR,2022-05-02 00:37:34
509,Balkhash,46.844,74.9804,63.86,49,100,10.27,KZ,2022-05-02 00:39:45
510,Zhezkazgan,47.8043,67.7144,60.31,56,100,4.85,KZ,2022-05-02 00:39:46
511,Sarkand,45.41,79.9186,71.35,30,88,7.25,KZ,2022-05-02 00:39:48
512,Skjervoy,70.0311,20.9714,33.8,83,100,8.12,NO,2022-05-02 00:39:49
513,Tra Vinh,9.9347,106.3453,83.95,77,92,4.09,VN,2022-05-02 00:39:50
514,Avera,33.194,-82.5271,77.05,71,0,7.85,US,2022-05-02 00:39:07
515,Hokitika,-42.7167,170.9667,59.85,91,100,4.07,NZ,2022-05-02 00:39:52
516,Toyooka,35.5333,134.8333,53.65,71,40,3.44,JP,2022-05-02 00:39:53
517,Wau,7.7029,27.9953,79.03,55,78,7.61,SS,2022-05-02 00:39:54
518,Paragominas,-2.9667,-47.4833,73.33,97,100,3.02,BR,2022-05-02 00:39:55
519,Cerrito,6.8432,-72.694,54.48,91,98,5.26,CO,2022-05-02 00:39:56
520,Luba,3.4568,8.5547,75.09,83,100,7.43,GQ,2022-05-02 00:36:32
521,Balkanabat,39.5108,54.3671,63.05,68,19,4.41,TM,2022-05-02 00:39:57
522,Wattegama,6.7989,81.4808,75.56,87,15,1.97,LK,2022-05-02 00:39:58
523,Cedar City,37.6775,-113.0619,52.77,47,100,20.71,US,2022-05-02 00:37:31
524,Santa Cruz Cabralia,-16.2781,-39.0247,75.43,88,0,1.14,BR,2022-05-02 00:40:00
525,Ritchie,-29.038,24.6028,43.81,41,0,3.58,ZA,2022-05-02 00:40:01
526,Formosa Do Rio Preto,-11.0483,-45.1931,73.42,54,31,2.46,BR,2022-05-02 00:40:02
527,Chaykovskaya,58.1279,55.5378,31.89,85,95,4.36,RU,2022-05-02 00:40:04
528,Campbell River,50.0163,-125.2446,55.6,66,100,12.66,CA,2022-05-02 00:40:05
529,Padang,-0.9492,100.3543,75.25,83,100,2.37,ID,2022-05-02 00:40:06
530,Hays,30.0502,-98.0336,83.21,61,100,5.99,US,2022-05-02 00:40:08
531,Vardo,70.3705,31.1107,28.11,69,100,7.83,NO,2022-05-02 00:40:09
532,Gewane,10.1664,40.6453,82.31,44,90,2.01,ET,2022-05-02 00:40:09
533,Koutiala,12.3917,-5.4642,87.85,42,100,6.69,ML,2022-05-02 00:40:10
534,Tehachapi,35.1322,-118.449,69.39,37,0,14.0,US,2022-05-02 00:40:12
535,Silver City,32.7701,-108.2803,76.3,8,0,21.0,US,2022-05-02 00:40:13
536,Nazilli,37.9163,28.3223,60.19,75,97,1.19,TR,2022-05-02 00:40:14
537,Luena,-11.7833,19.9167,54.9,77,0,4.81,AO,2022-05-02 00:40:16
538,Volsk,52.0333,47.3833,37.45,56,1,1.88,RU,2022-05-02 00:40:17
539,Olafsvik,64.8945,-23.7142,33.1,65,8,19.01,IS,2022-05-02 00:41:18
540,Bershet,57.7309,56.3783,31.26,75,97,5.95,RU,2022-05-02 00:41:20
541,Tupancireta,-29.0806,-53.8358,58.23,98,100,7.2,BR,2022-05-02 00:41:21
542,Nueva Imperial,-38.7333,-72.95,50.65,98,16,4.23,CL,2022-05-02 00:41:22
543,Talnakh,69.4865,88.3972,20.21,94,100,7.65,RU,2022-05-02 00:41:23
544,Flin Flon,54.7682,-101.865,32.4,88,100,6.58,CA,2022-05-02 00:41:26
